,Akt,AP1,apoptosis,ASK1,Bad,Bax,Bcl2,Bcl2t,Bim,CAD,cas3,cas9,cellDeath,CREB,cytc,DNAfrag,EGF,EGFR,ERBB,ERK12,FGF,FGFR,FLT3,FLT3L,iCAD,iCADt,IGF1,IGF1R,IkB,IKK,JAK,JNK,KIT,LRP1,LRP1ag,MEK12,MEK36,MEK47,MOMP,NFkB,NOX,Noxa,NRG1,p38,p53,PARP,PDGF,PDGFR,PDK1,PI3K,PKC,PUMA,Raf,Ras,ROS,RSK,SCF,Shc1,Shp2,Smac,Src,STAT,Trx,Trxt,VEGF,VEGFR,xIAP,xIAPt
CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.36588412639775614,-0.36588412639775614,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.1102230246251565e-16,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0
cytc,0.7066818726645836,-0.18637764880250288,-1.2490009027033011e-15,-0.18637764880250288,-0.0017815656612840125,-0.18637764880250288,0.813622351197497,0.8136223511974972,-0.0017815656612840403,-3.885780586188048e-16,-3.885780586188048e-16,-2.7755575615628914e-17,3.608224830031759e-16,0.0,-0.18637764880250288,-1.2490009027033011e-15,8.326672684688674e-17,0.0,-1.1102230246251565e-16,3.608224830031759e-16,8.326672684688674e-17,-1.1102230246251565e-16,0.0,0.0,1.3877787807814457e-16,-2.7755575615628914e-17,0.0,-1.1102230246251565e-16,0.0,2.220446049250313e-16,-1.1102230246251565e-16,-0.18637764880250288,0.0,0.37402660890636963,0.37402660890636963,0.0,-0.0008229999512991693,-0.18637764880250288,-0.18637764880250288,0.0,0.0,-0.0017815656612840958,8.326672684688674e-17,-0.000822999951298975,-0.18637764880250288,2.220446049250313e-16,0.0,0.0,0.7066818726645836,0.7066818726645836,0.0,-0.0017815656612840958,-1.1102230246251565e-16,8.326672684688674e-17,-0.18637764880250288,0.0,0.0,0.0,3.608224830031759e-16,3.608224830031759e-16,0.0,0.0,0.8136223511974972,0.813622351197497,0.0,0.0,3.608224830031759e-16,0.0
DNAfrag,0.925982743651803,-0.07399093112848366,-2.5118795932144167e-15,-0.07399093112848366,-0.0029526225889372204,-0.07399093112848366,0.9260090688715162,0.9260090688715163,-0.00295262258893729,-0.07399093112848366,-0.07399093112848366,-0.0700291927164693,4.163336342344337e-16,0.0,-0.0551872931919624,-0.07399093112848366,4.163336342344337e-17,0.0,-6.245004513516506e-16,3.0531133177191805e-16,4.163336342344337e-17,-6.245004513516506e-16,0.0,0.0,0.21345254729339874,0.2134525472933983,0.0,-6.245004513516506e-16,0.0,8.326672684688674e-17,-6.245004513516506e-16,-0.07399093112848366,0.0,0.8658800280124009,0.8658800280124009,0.0,-0.0013731890654599815,-0.07399093112848366,-0.07399093112848366,0.0,0.0,-0.002952622588937595,4.163336342344337e-17,-0.00137318906545969,-0.07399093112848366,0.18341943537107136,0.0,0.0,0.925982743651803,0.925982743651803,0.0,-0.002952622588937595,-6.38378239159465e-16,4.163336342344337e-17,-0.07399093112848366,0.0,0.0,0.0,4.3021142204224816e-16,-0.07200227297948243,0.0,0.0,0.9260090688715163,0.9260090688715162,0.0,0.0,0.9260090688715163,0.9260090688715163
EGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1353008911886673,-0.1353008911886673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1353008911886673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1353008911886673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERK12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3899976048859707,-0.3899976048859707,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1353008911886673,-0.1353008911886673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1353008911886673,-0.1353008911886673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLT3L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iCAD,-0.6956797377916453,0.3040781420592745,3.9968028886505635e-15,0.3040781420592745,0.004962742973423251,0.3040781420592745,-0.6959218579407255,-0.6959218579407255,0.004962742973423362,1.3322676295501878e-15,0.3040781420592745,0.21123240633464624,-6.661338147750939e-16,0.0,0.12921583706496642,3.9968028886505635e-15,-1.1102230246251565e-16,0.0,9.992007221626409e-16,-5.551115123125783e-16,-1.1102230246251565e-16,9.992007221626409e-16,0.0,0.0,-0.6959218579407255,-0.6959218579407255,0.0,9.992007221626409e-16,0.0,-3.3306690738754696e-16,9.992007221626409e-16,0.3040781420592745,0.0,-0.6342309903879402,-0.6342309903879402,0.0,0.0022932275216315245,0.3040781420592745,0.3040781420592745,0.0,0.0,0.004962742973423806,-1.1102230246251565e-16,0.0022932275216309694,0.3040781420592745,-3.3306690738754696e-16,0.0,0.0,-0.6956797377916453,-0.6956797377916453,0.0,0.004962742973423806,1.1102230246251565e-15,-1.1102230246251565e-16,0.3040781420592745,0.0,0.0,0.0,-6.661338147750939e-16,0.23404826504086462,0.0,0.0,-0.6959218579407255,-0.6959218579407255,0.0,0.0,-0.6959218579407255,-0.6959218579407255
iCADt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1353008911886673,-0.1353008911886673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IkB,1.0,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,1.0,5e-324,5e-324,5e-324,0.3783934278959393,0.3783934278959393,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,1.0,1.0,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324,5e-324
IKK,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.3899976048859707,-0.3899976048859707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052375728232015084,-0.052375728232015084,-0.052375728232015084,0.0,-0.052375728232015084,-0.052375728232015084,-0.052375728232015084,-0.052375728232015084,0.0,0.0,-0.052375728232015084,-0.052375728232015084,0.0,0.0,-0.5062700837821928,0.0,-0.052375728232015084,0.047352493376792926,0.047352493376792926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052375728232015084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052375728232015084,0.0,0.047352493376792926,0.0,0.0,0.0,0.0,0.0,-0.052375728232015084,-0.052375728232015084,0.0,0.0
